Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
58822.0,-4.38422089880268,3.26466481012305,-3.07715801666012,3.40359359659281,-1.93807528041028,-1.2210812776781,-3.3103166090276,-1.11197501012863,-1.97759328056305,-3.28820356526528,2.88609147657536,-6.84897793447677,-1.02923459062256,-7.46010298330266,0.0559060176229105,-4.33478342671028,-9.87456039324105,-3.54190332932228,-0.531558760456647,-0.141533268810834,2.07638272101207,-0.990302787008607,-0.330358452316133,0.158377625833497,0.0063514462492984,-0.493860013315231,-1.53765237842389,-0.994022490842227,45.64
72693.0,0.857319376025435,-1.03799374449706,0.800260412230419,0.141858150206787,-1.06006480928298,0.619534375012512,-0.730823280404799,0.397459755951117,1.14793017057358,-0.357781044809302,0.608074725937034,0.541504704619469,-1.37315394362775,-0.0520371487860988,-0.562810060754607,-0.0384815579553659,0.133244277884329,-0.292072252794703,0.481538318147802,0.133220506540005,-0.100404212556254,-0.4343016951723,-0.0594846337868071,-0.250013426245074,-0.0228127363887659,0.963176595529806,-0.0585571789379075,0.0208068758021333,158.75
68015.0,-0.911609524091894,0.680814998717703,1.34432926638725,-0.0685168769397131,0.596394153553303,-1.26883789886562,0.769226424958145,-0.13488788226402,-0.247847742648523,-0.551040479990259,-0.851995308556423,-0.568454156461876,-1.11505496927025,0.399853255152036,0.176299894441067,0.3605005709658,-0.762850927189449,0.0180826455866171,-1.23238039440739,-0.299226082282865,0.1393009002769,0.252878660251743,-0.228604944081453,0.360420898124458,0.0433817342671655,-0.588531360948165,-0.0261744038899593,0.15986437778065,6.89
124173.0,0.0206903100212542,-0.882190787531564,-0.481712933734366,-2.60216364563278,-1.27496741126702,0.169533036176141,0.930205886193246,-0.318632147443295,-2.49346235030467,1.09760864209712,0.768035825684584,-0.556045694242452,0.553884234229148,-0.184913579685291,-0.803187333335219,-0.290292107086299,-0.005620857090504,0.647737453879308,-0.387375681287306,-0.368163575806239,0.19326465809192,0.960319820879287,0.0493184854293869,0.73008595523579,-0.131470278274928,-0.0520633701177513,0.0338666313107257,-0.0935157648741194,294.0
50808.0,-9.16978982388629,7.09219680097303,-12.3540368689178,4.24306897383907,-7.1764377547738,-3.38661804868541,-8.05801194656602,6.44290866379074,-2.41298660229065,-6.13490688724113,2.82667122820047,-6.30984277729399,-0.623002385785158,-7.27986921938704,0.924233225976226,-4.21553713481175,-7.17167241498026,-2.55033668458713,0.596364320528384,0.816651661759946,0.926156961108813,-0.817706132334589,-0.150434415715838,-0.039383059739641,0.485639753958673,-0.264324608977439,1.1596904600617,0.232758088392131,99.99
149153.0,1.00391019659714,0.964098627350047,-0.615359935230409,1.36265454744415,0.437989593295235,-0.606326165543325,0.541360945688697,-0.247698048489533,-0.482696630916278,-0.105938691231439,0.182893594895041,0.591740623191381,1.33709840614375,-0.981945661305293,1.16999057622443,-0.965601241990356,1.51766549033838,-0.246897459831045,2.27367699056497,0.233037430673542,-0.171361126676228,-0.21623921121727,0.400152178652644,1.05023538709027,-1.56146682284304,0.387045522991104,0.149067378344476,0.111957622299816,2.69
94362.0,-26.4577446501446,16.497471901867,-30.1773174564996,8.90415677106517,-17.8925996927224,-1.22790388102871,-31.1973285494605,-11.43892041491,-9.46257260540015,-22.1870885620007,4.41999660154863,-10.5923050053728,-0.703795803703315,-3.92620731586873,-2.40024649210124,-6.80988994039049,-12.4623149481086,-5.50105078380738,-0.567939572890149,2.81224110932946,-8.75569832116533,3.46089334478551,0.896537503959012,0.254835536763482,-0.738096558530353,-0.966564233789852,-7.26348214633855,-1.32488430656137,1.0
9050.0,-2.35668147788399,-1.85745685930132,2.40959311671547,-0.156933877979107,2.60051145020385,-1.68447239249104,-0.956066513490418,-0.0398517411047,1.57255297217874,-1.13620616340118,0.484287699986752,-1.67172485360094,2.43500589273284,0.796972652636111,-1.31527748215371,-0.751877514395261,0.898329180383612,-0.865538924467046,-0.510093117886291,0.624758435196809,-0.0284447299924688,-0.152320787664214,0.0858921200733711,0.134338898916916,0.460730975027004,0.997481749303111,-0.303379981899769,-0.14028215932961,3.6
168231.0,-0.917298837701159,0.860941519809026,1.20116962989995,-0.962313869414329,-0.372494596663284,-0.114846605890978,0.0017407784828332,0.69988466773013,-0.0402839086830311,-0.737620781957156,0.12003849216239,0.215575440622155,-0.913608583585635,0.446690923080106,-0.465391362659802,0.862850804149357,-0.725271923983484,0.484302140416864,0.214634260853533,-0.0733906808884191,-0.138629862484958,-0.493530152596089,0.0015300731433487,-0.370406484240922,-0.392433807782126,0.304996609435839,0.17741619875799,0.115136521024518,19.99
40742.0,-2.37753280180283,0.520539361927579,-8.09413945532841,8.00535147326105,2.64075021376276,-3.38158645291742,-1.93437244067366,0.562322111872781,-3.10402718606356,-3.05121035544102,5.73576265915634,-4.74769250131792,-0.784223284478966,-10.7163393018774,0.656516978131348,-1.14246727231018,0.91859080878698,1.12633522330277,0.0929734778841175,-0.634747080915274,0.148284201590387,0.7210995412337,2.66129069804724,-0.508619933518595,-0.401656629278738,0.587611216267645,0.500326371108344,0.551759687906722,1.0
74491.0,1.04706023653439,-0.824991105991026,-0.169805219115246,-0.661053387803648,-0.670236072326931,-0.661437873891791,0.119748153549018,-0.284072690156524,-1.5747869289611,0.721028012780427,1.25036427092837,1.25000978043854,1.61653086706906,0.231287308440052,-0.0971595922401579,-1.13267250094775,-0.384672572468799,0.813663407401211,-0.133993561243034,-0.0110761639952108,-0.652612068418484,-1.84246459282966,0.0650274278905886,0.0249494430877088,-0.0181556579456276,0.603149393520512,-0.104639933472847,0.0289890481799382,186.5
110552.0,-2.45036662540267,2.10772866087808,-5.14066303982343,1.41130357398271,-1.69077950338918,-0.736427202926685,-3.65794634761755,1.94490590423047,-0.788387529063343,-5.62467713431414,3.51964234486905,-7.221590004268,1.20172802326675,-3.8114281425371,-1.70142802210083,-3.57140837935336,-7.31140729142311,-1.75435460658485,0.795448867520342,-0.130438203342561,0.800538093373868,0.364616671021501,0.233607611774679,-0.282077578211224,-0.320310972669244,0.49291998915127,0.35997644954193,-0.115471009476069,80.22
7964.0,-1.17576498216189,1.03849283075919,1.33168591318271,-0.461609853225609,0.289980570044036,-0.36033370712178,0.293541318599753,0.61300175306245,0.745002243307983,-1.38210235739835,1.69098502181289,-2.4744681820242,-0.250245729901883,2.44588045336428,-1.29184961986467,0.792981307072842,-0.0953941050458875,0.379293478133445,-2.21159252682314,-0.536409384862696,0.0116231028471753,-0.0830846662466546,-0.0818049001683492,-0.120048531851514,-0.0866992714711271,-0.812415866674289,-0.0598868531295938,0.0219542779793571,10.0
69468.0,0.178788778463745,-1.75678296607156,0.616024484110923,1.7099479205992,-1.62092823431853,-0.151555460369824,0.0047136798661081,0.0239593456289416,0.978088878431055,-0.324630040164043,-0.984527957047309,-0.529973604981197,-1.51776079767267,0.196552601005803,0.872033776630179,0.390005275340317,-0.295002917831557,0.523563726521168,-0.582345443294498,0.802463128892228,0.415556305417591,0.13029183098669,-0.523506384142015,0.377172095226069,0.267077101190225,-0.306710492219494,-0.0386784196048587,0.121356438541041,518.47
158694.0,-1.10948325875238,1.06134086266406,1.48407167748251,0.923891256257075,-0.137718209894275,0.816640491862471,0.0142520783698805,0.938303196486184,-0.125828808505396,-0.52197446700684,-0.0502681664028309,0.0103986002275144,-2.18900037423447,0.558349763228948,-1.25279047241135,-0.54093252417595,0.439811747697315,0.118467627522394,1.54644618762417,-0.0131264733021685,-0.479950643201756,-1.36963167303513,-0.0206178917761811,0.578319092658832,0.329709247924206,-0.825568071221381,0.209438853309411,0.0687942442531457,24.48
164414.0,1.8384615787994,-1.78745681274173,0.214603722973484,-1.12949241081833,-2.14964857307315,-0.220155178537491,-1.6306503666907,0.222657131134475,0.779741298008493,0.621736161037352,0.526870389284455,0.242629423479724,-0.677840191745495,-0.182461663902607,0.420234006477082,-0.635477840116161,-0.499890410422966,2.26648444589455,-0.650095545749,-0.392756117452805,-0.0513403460799176,0.191022976616546,0.249136916970032,0.0830604521779755,-0.841234013999638,0.84386532985291,-0.0200235231339812,-0.0277745988025712,120.0
75751.0,1.25259643119527,0.0213585325635135,0.0440633398085268,0.32590898972573,0.0111735493898499,-0.0535976031340767,-0.0970353990367882,0.013236624240304,0.263267550271559,-0.0973556031547198,-0.926502159692554,-0.250693998071336,-0.27836401382844,0.323196157953898,1.37893335040632,0.228185140206115,-0.377366270785581,-0.463368870983737,-0.211973788219078,-0.10682145471663,-0.0961534965701031,-0.266459065506174,-0.0712366121431979,-0.749997892448192,0.389529451647333,0.494046956971478,-0.0297929829644649,0.0024334626577495,17.8
52125.0,1.42716694457594,-1.20974333006224,0.442385939729586,-1.40214077295013,-1.56827159334684,-0.626919337303084,-1.03878013987315,-0.137678251933703,-1.65165914030904,1.40023511732853,-0.93982972367975,-1.21631803023423,0.228611707602018,-0.318069536576544,0.841214238821277,-0.0175298935976661,0.269159681247927,0.138453580358744,-0.0673096366929739,-0.217836680213552,-0.371705899256179,-0.864118550184177,0.0722438507320345,-0.181038775224226,0.163320894496601,-0.383585878926254,0.0291154379917709,0.0337557964605111,70.0
116819.0,-0.835092878089116,-1.03114277660111,1.2340614882008,-3.18383956250003,-0.405973865927292,0.338309238492856,-0.0686676344107808,0.17447148232441,-2.21140851378129,0.486065689373749,-0.598451090381785,-1.31990008920823,-0.407966544453581,-0.369314316846002,-1.13537049775709,0.235712577328281,-0.31695354122476,1.01411503481523,-0.154939421405516,-0.0559713799830246,-0.0822745119367857,-0.196077493595371,-0.186895876243643,-1.21804349042913,0.725132878082095,-0.0842652214857767,-0.0214164951301828,0.0397069306211583,128.0
69808.0,0.13617431594606,-1.64776621962829,0.850033105793773,1.57617787088369,-1.56905686308435,-0.106751626883786,0.0266319496669575,-0.0917375911947056,0.517553439987264,-0.332989723433307,-0.331247618302879,0.652003980916888,1.16142061684017,-0.210748032021123,1.55553709210279,0.793532994665827,-0.798825989347483,0.607594359503437,-0.965012523444425,1.03127032556657,0.584648877613801,0.582370835716169,-0.54852958291644,0.456719361828367,0.202314878393007,-0.314319662996556,-0.0182200082581517,0.138061870317279,540.0
